"year","state","month","number","date"
2020,"PB","APR",1,2020-04-01
1998,"PR","APR",0,1998-04-01
1999,"PR","APR",39,1999-04-01
2000,"PR","APR",51,2000-04-01
2001,"PR","APR",43,2001-04-01
2002,"PR","APR",84,2002-04-01
2003,"PR","APR",245,2003-04-01
2004,"PR","APR",172,2004-04-01
2005,"PR","APR",100,2005-04-01
2006,"PR","APR",187,2006-04-01
2007,"PR","APR",111,2007-04-01
2008,"PR","APR",88,2008-04-01
2009,"PR","APR",178,2009-04-01
2010,"PR","APR",99,2010-04-01
2011,"PR","APR",64,2011-04-01
2012,"PR","APR",63,2012-04-01
2013,"PR","APR",137,2013-04-01
2014,"PR","APR",37,2014-04-01
2015,"PR","APR",77,2015-04-01
2016,"PR","APR",162,2016-04-01
2017,"PR","APR",103,2017-04-01
2018,"PR","APR",158,2018-04-01
2019,"PR","APR",59,2019-04-01
2020,"PR","APR",309,2020-04-01
1998,"PE","APR",0,1998-04-01
1999,"PE","APR",2,1999-04-01
2000,"PE","APR",1,2000-04-01
2001,"PE","APR",2,2001-04-01
2002,"PE","APR",5,2002-04-01
2003,"PE","APR",10,2003-04-01
2004,"PE","APR",10,2004-04-01
2005,"PE","APR",7,2005-04-01
2006,"PE","APR",8,2006-04-01
2007,"PE","APR",9,2007-04-01
2008,"PE","APR",7,2008-04-01
2009,"PE","APR",7,2009-04-01
2010,"PE","APR",6,2010-04-01
2011,"PE","APR",26,2011-04-01
2012,"PE","APR",49,2012-04-01
2013,"PE","APR",8,2013-04-01
2014,"PE","APR",7,2014-04-01
2015,"PE","APR",26,2015-04-01
2016,"PE","APR",8,2016-04-01
2017,"PE","APR",8,2017-04-01
2018,"PE","APR",5,2018-04-01
2019,"PE","APR",11,2019-04-01
2020,"PE","APR",11,2020-04-01
1998,"PI","APR",0,1998-04-01
1999,"PI","APR",10,1999-04-01
2000,"PI","APR",15,2000-04-01
2001,"PI","APR",1,2001-04-01
2002,"PI","APR",87,2002-04-01
2003,"PI","APR",25,2003-04-01
2004,"PI","APR",25,2004-04-01
2005,"PI","APR",15,2005-04-01
2006,"PI","APR",4,2006-04-01
2007,"PI","APR",44,2007-04-01
2008,"PI","APR",9,2008-04-01
2009,"PI","APR",10,2009-04-01
2010,"PI","APR",63,2010-04-01
2011,"PI","APR",22,2011-04-01
2012,"PI","APR",120,2012-04-01
2013,"PI","APR",34,2013-04-01
2014,"PI","APR",57,2014-04-01
2015,"PI","APR",41,2015-04-01
2016,"PI","APR",31,2016-04-01
2017,"PI","APR",23,2017-04-01
2018,"PI","APR",11,2018-04-01
2019,"PI","APR",25,2019-04-01
2020,"PI","APR",35,2020-04-01
1998,"RJ","APR",0,1998-04-01
1999,"RJ","APR",1,1999-04-01
2000,"RJ","APR",2,2000-04-01
2001,"RJ","APR",2,2001-04-01
2002,"RJ","APR",8,2002-04-01
2003,"RJ","APR",24,2003-04-01
2004,"RJ","APR",12,2004-04-01
2005,"RJ","APR",13,2005-04-01
2006,"RJ","APR",16,2006-04-01
2007,"RJ","APR",31,2007-04-01
2008,"RJ","APR",2,2008-04-01
2009,"RJ","APR",8,2009-04-01
2010,"RJ","APR",6,2010-04-01
2011,"RJ","APR",4,2011-04-01
2012,"RJ","APR",5,2012-04-01
2013,"RJ","APR",4,2013-04-01
2014,"RJ","APR",9,2014-04-01
2015,"RJ","APR",8,2015-04-01
2016,"RJ","APR",40,2016-04-01
2017,"RJ","APR",11,2017-04-01
2018,"RJ","APR",2,2018-04-01
2019,"RJ","APR",0,2019-04-01
2020,"RJ","APR",10,2020-04-01
1998,"RN","APR",0,1998-04-01
1999,"RN","APR",21,1999-04-01
2000,"RN","APR",16,2000-04-01
2001,"RN","APR",10,2001-04-01
2002,"RN","APR",0,2002-04-01
2003,"RN","APR",1,2003-04-01
2004,"RN","APR",3,2004-04-01
2005,"RN","APR",3,2005-04-01
2006,"RN","APR",4,2006-04-01
2007,"RN","APR",6,2007-04-01
2008,"RN","APR",3,2008-04-01
2009,"RN","APR",5,2009-04-01
2010,"RN","APR",9,2010-04-01
2011,"RN","APR",0,2011-04-01
2012,"RN","APR",4,2012-04-01
2013,"RN","APR",8,2013-04-01
2014,"RN","APR",2,2014-04-01
2015,"RN","APR",5,2015-04-01
2016,"RN","APR",2,2016-04-01
2017,"RN","APR",6,2017-04-01
2018,"RN","APR",3,2018-04-01
2019,"RN","APR",1,2019-04-01
2020,"RN","APR",2,2020-04-01
1998,"RS","APR",0,1998-04-01
1999,"RS","APR",12,1999-04-01
2000,"RS","APR",1,2000-04-01
2001,"RS","APR",3,2001-04-01
2002,"RS","APR",6,2002-04-01
2003,"RS","APR",133,2003-04-01
2004,"RS","APR",218,2004-04-01
2005,"RS","APR",81,2005-04-01
2006,"RS","APR",172,2006-04-01
2007,"RS","APR",115,2007-04-01
2008,"RS","APR",182,2008-04-01
2009,"RS","APR",302,2009-04-01
2010,"RS","APR",107,2010-04-01
2011,"RS","APR",88,2011-04-01
2012,"RS","APR",61,2012-04-01
2013,"RS","APR",98,2013-04-01
2014,"RS","APR",64,2014-04-01
2015,"RS","APR",166,2015-04-01
2016,"RS","APR",26,2016-04-01
2017,"RS","APR",61,2017-04-01
2018,"RS","APR",86,2018-04-01
2019,"RS","APR",54,2019-04-01
2020,"RS","APR",457,2020-04-01
1998,"RO","APR",0,1998-04-01
1999,"RO","APR",3,1999-04-01
2000,"RO","APR",0,2000-04-01
2001,"RO","APR",0,2001-04-01
2002,"RO","APR",3,2002-04-01
2003,"RO","APR",18,2003-04-01
2004,"RO","APR",27,2004-04-01
2005,"RO","APR",26,2005-04-01
2006,"RO","APR",9,2006-04-01
2007,"RO","APR",10,2007-04-01
2008,"RO","APR",12,2008-04-01
2009,"RO","APR",6,2009-04-01
2010,"RO","APR",43,2010-04-01
2011,"RO","APR",12,2011-04-01
2012,"RO","APR",21,2012-04-01
2013,"RO","APR",27,2013-04-01
2014,"RO","APR",16,2014-04-01
2015,"RO","APR",12,2015-04-01
2016,"RO","APR",56,2016-04-01
2017,"RO","APR",20,2017-04-01
2018,"RO","APR",7,2018-04-01
2019,"RO","APR",26,2019-04-01
2020,"RO","APR",33,2020-04-01
1998,"RR","APR",0,1998-04-01
1999,"RR","APR",16,1999-04-01
2000,"RR","APR",0,2000-04-01
2001,"RR","APR",380,2001-04-01
2002,"RR","APR",41,2002-04-01
2003,"RR","APR",354,2003-04-01
2004,"RR","APR",262,2004-04-01
2005,"RR","APR",56,2005-04-01
2006,"RR","APR",376,2006-04-01
2007,"RR","APR",184,2007-04-01
2008,"RR","APR",278,2008-04-01
2009,"RR","APR",279,2009-04-01
2010,"RR","APR",19,2010-04-01
2011,"RR","APR",156,2011-04-01
2012,"RR","APR",49,2012-04-01
2013,"RR","APR",113,2013-04-01
2014,"RR","APR",183,2014-04-01
2015,"RR","APR",307,2015-04-01
2016,"RR","APR",154,2016-04-01
2017,"RR","APR",75,2017-04-01
2018,"RR","APR",191,2018-04-01
2019,"RR","APR",1134,2019-04-01
2020,"RR","APR",165,2020-04-01
1998,"SC","APR",0,1998-04-01
1999,"SC","APR",0,1999-04-01
2000,"SC","APR",7,2000-04-01
2001,"SC","APR",1,2001-04-01
2002,"SC","APR",7,2002-04-01
2003,"SC","APR",290,2003-04-01
2004,"SC","APR",185,2004-04-01
2005,"SC","APR",116,2005-04-01
2006,"SC","APR",227,2006-04-01
2007,"SC","APR",47,2007-04-01
2008,"SC","APR",59,2008-04-01
2009,"SC","APR",139,2009-04-01
2010,"SC","APR",36,2010-04-01
2011,"SC","APR",21,2011-04-01
2012,"SC","APR",57,2012-04-01
2013,"SC","APR",105,2013-04-01
2014,"SC","APR",35,2014-04-01
2015,"SC","APR",36,2015-04-01
2016,"SC","APR",33,2016-04-01
2017,"SC","APR",28,2017-04-01
2018,"SC","APR",150,2018-04-01
2019,"SC","APR",12,2019-04-01
2020,"SC","APR",308,2020-04-01
1998,"SP","APR",0,1998-04-01
1999,"SP","APR",291,1999-04-01
2000,"SP","APR",102,2000-04-01
2001,"SP","APR",61,2001-04-01
2002,"SP","APR",178,2002-04-01
2003,"SP","APR",165,2003-04-01
2004,"SP","APR",112,2004-04-01
2005,"SP","APR",213,2005-04-01
2006,"SP","APR",285,2006-04-01
2007,"SP","APR",202,2007-04-01
2008,"SP","APR",132,2008-04-01
2009,"SP","APR",199,2009-04-01
2010,"SP","APR",148,2010-04-01
2011,"SP","APR",76,2011-04-01
2012,"SP","APR",121,2012-04-01
2013,"SP","APR",172,2013-04-01
2014,"SP","APR",93,2014-04-01
2015,"SP","APR",70,2015-04-01
2016,"SP","APR",293,2016-04-01
2017,"SP","APR",37,2017-04-01
2018,"SP","APR",85,2018-04-01
2019,"SP","APR",78,2019-04-01
2020,"SP","APR",252,2020-04-01
1998,"SE","APR",0,1998-04-01
1999,"SE","APR",6,1999-04-01
2000,"SE","APR",1,2000-04-01
2001,"SE","APR",0,2001-04-01
2002,"SE","APR",12,2002-04-01
2003,"SE","APR",51,2003-04-01
2004,"SE","APR",21,2004-04-01
2005,"SE","APR",13,2005-04-01
2006,"SE","APR",11,2006-04-01
2007,"SE","APR",6,2007-04-01
2008,"SE","APR",7,2008-04-01
2009,"SE","APR",20,2009-04-01
2010,"SE","APR",4,2010-04-01
2011,"SE","APR",19,2011-04-01
2012,"SE","APR",40,2012-04-01
2013,"SE","APR",14,2013-04-01
2014,"SE","APR",7,2014-04-01
2015,"SE","APR",24,2015-04-01
2016,"SE","APR",13,2016-04-01
2017,"SE","APR",8,2017-04-01
2018,"SE","APR",13,2018-04-01
2019,"SE","APR",2,2019-04-01
2020,"SE","APR",6,2020-04-01
1998,"TO","APR",0,1998-04-01
1999,"TO","APR",9,1999-04-01
2000,"TO","APR",0,2000-04-01
2001,"TO","APR",19,2001-04-01
2002,"TO","APR",39,2002-04-01
2003,"TO","APR",81,2003-04-01
2004,"TO","APR",122,2004-04-01
2005,"TO","APR",107,2005-04-01
2006,"TO","APR",21,2006-04-01
2007,"TO","APR",136,2007-04-01
2008,"TO","APR",63,2008-04-01
2009,"TO","APR",16,2009-04-01
2010,"TO","APR",431,2010-04-01
2011,"TO","APR",120,2011-04-01
2012,"TO","APR",243,2012-04-01
2013,"TO","APR",162,2013-04-01
2014,"TO","APR",172,2014-04-01
2015,"TO","APR",65,2015-04-01
2016,"TO","APR",340,2016-04-01
2017,"TO","APR",161,2017-04-01
2018,"TO","APR",127,2018-04-01
2019,"TO","APR",209,2019-04-01
2020,"TO","APR",221,2020-04-01
1998,"AC","MAY",0,1998-05-01
1999,"AC","MAY",0,1999-05-01
2000,"AC","MAY",1,2000-05-01
2001,"AC","MAY",0,2001-05-01
2002,"AC","MAY",0,2002-05-01
2003,"AC","MAY",18,2003-05-01
2004,"AC","MAY",21,2004-05-01
2005,"AC","MAY",17,2005-05-01
2006,"AC","MAY",58,2006-05-01
2007,"AC","MAY",15,2007-05-01
2008,"AC","MAY",23,2008-05-01
2009,"AC","MAY",10,2009-05-01
2010,"AC","MAY",33,2010-05-01
2011,"AC","MAY",8,2011-05-01
2012,"AC","MAY",15,2012-05-01
2013,"AC","MAY",11,2013-05-01
2014,"AC","MAY",1,2014-05-01
2015,"AC","MAY",2,2015-05-01
2016,"AC","MAY",23,2016-05-01
2017,"AC","MAY",9,2017-05-01
2018,"AC","MAY",14,2018-05-01
2019,"AC","MAY",33,2019-05-01
2020,"AC","MAY",39,2020-05-01
1998,"AL","MAY",0,1998-05-01
1999,"AL","MAY",1,1999-05-01
2000,"AL","MAY",1,2000-05-01
2001,"AL","MAY",2,2001-05-01
2002,"AL","MAY",1,2002-05-01
2003,"AL","MAY",7,2003-05-01
2004,"AL","MAY",3,2004-05-01
2005,"AL","MAY",0,2005-05-01
2006,"AL","MAY",2,2006-05-01
2007,"AL","MAY",2,2007-05-01
2008,"AL","MAY",8,2008-05-01
2009,"AL","MAY",0,2009-05-01
2010,"AL","MAY",0,2010-05-01
2011,"AL","MAY",0,2011-05-01
2012,"AL","MAY",23,2012-05-01
2013,"AL","MAY",2,2013-05-01
2014,"AL","MAY",1,2014-05-01
2015,"AL","MAY",17,2015-05-01
2016,"AL","MAY",4,2016-05-01
2017,"AL","MAY",1,2017-05-01
2018,"AL","MAY",0,2018-05-01
2019,"AL","MAY",5,2019-05-01
2020,"AL","MAY",1,2020-05-01
1998,"AP","MAY",0,1998-05-01
1999,"AP","MAY",0,1999-05-01
2000,"AP","MAY",0,2000-05-01
2001,"AP","MAY",0,2001-05-01
2002,"AP","MAY",3,2002-05-01
2003,"AP","MAY",1,2003-05-01
2004,"AP","MAY",1,2004-05-01
2005,"AP","MAY",1,2005-05-01
2006,"AP","MAY",0,2006-05-01
2007,"AP","MAY",0,2007-05-01
2008,"AP","MAY",0,2008-05-01
2009,"AP","MAY",2,2009-05-01
2010,"AP","MAY",2,2010-05-01
2011,"AP","MAY",2,2011-05-01
2012,"AP","MAY",3,2012-05-01
2013,"AP","MAY",1,2013-05-01
2014,"AP","MAY",0,2014-05-01
2015,"AP","MAY",0,2015-05-01
2016,"AP","MAY",3,2016-05-01
2017,"AP","MAY",2,2017-05-01
2018,"AP","MAY",1,2018-05-01
2019,"AP","MAY",0,2019-05-01
2020,"AP","MAY",0,2020-05-01
1998,"AM","MAY",0,1998-05-01
1999,"AM","MAY",0,1999-05-01
2000,"AM","MAY",51,2000-05-01
2001,"AM","MAY",0,2001-05-01
2002,"AM","MAY",8,2002-05-01
2003,"AM","MAY",24,2003-05-01
2004,"AM","MAY",11,2004-05-01
2005,"AM","MAY",36,2005-05-01
2006,"AM","MAY",20,2006-05-01
2007,"AM","MAY",16,2007-05-01
2008,"AM","MAY",12,2008-05-01
2009,"AM","MAY",4,2009-05-01
2010,"AM","MAY",37,2010-05-01
2011,"AM","MAY",16,2011-05-01
2012,"AM","MAY",15,2012-05-01
2013,"AM","MAY",21,2013-05-01
2014,"AM","MAY",17,2014-05-01
2015,"AM","MAY",11,2015-05-01
2016,"AM","MAY",26,2016-05-01
2017,"AM","MAY",33,2017-05-01
2018,"AM","MAY",19,2018-05-01
2019,"AM","MAY",21,2019-05-01
2020,"AM","MAY",15,2020-05-01
1998,"BA","MAY",0,1998-05-01
1999,"BA","MAY",76,1999-05-01
2000,"BA","MAY",71,2000-05-01
2001,"BA","MAY",84,2001-05-01
2002,"BA","MAY",164,2002-05-01
2003,"BA","MAY",226,2003-05-01
2004,"BA","MAY",251,2004-05-01
2005,"BA","MAY",168,2005-05-01
2006,"BA","MAY",172,2006-05-01
2007,"BA","MAY",417,2007-05-01
2008,"BA","MAY",217,2008-05-01
2009,"BA","MAY",48,2009-05-01
2010,"BA","MAY",254,2010-05-01
2011,"BA","MAY",225,2011-05-01
2012,"BA","MAY",335,2012-05-01
2013,"BA","MAY",176,2013-05-01
2014,"BA","MAY",201,2014-05-01
2015,"BA","MAY",133,2015-05-01
2016,"BA","MAY",240,2016-05-01
2017,"BA","MAY",124,2017-05-01
2018,"BA","MAY",101,2018-05-01
2019,"BA","MAY",142,2019-05-01
2020,"BA","MAY",95,2020-05-01
1998,"CE","MAY",0,1998-05-01
1999,"CE","MAY",5,1999-05-01
2000,"CE","MAY",7,2000-05-01
2001,"CE","MAY",81,2001-05-01
2002,"CE","MAY",10,2002-05-01
2003,"CE","MAY",7,2003-05-01
2004,"CE","MAY",7,2004-05-01
2005,"CE","MAY",2,2005-05-01
2006,"CE","MAY",0,2006-05-01
2007,"CE","MAY",11,2007-05-01
2008,"CE","MAY",0,2008-05-01
2009,"CE","MAY",1,2009-05-01
2010,"CE","MAY",6,2010-05-01
2011,"CE","MAY",4,2011-05-01
2012,"CE","MAY",23,2012-05-01
2013,"CE","MAY",9,2013-05-01
2014,"CE","MAY",4,2014-05-01
2015,"CE","MAY",17,2015-05-01
2016,"CE","MAY",7,2016-05-01
2017,"CE","MAY",6,2017-05-01
2018,"CE","MAY",2,2018-05-01
2019,"CE","MAY",3,2019-05-01
2020,"CE","MAY",3,2020-05-01
1998,"DF","MAY",0,1998-05-01
1999,"DF","MAY",0,1999-05-01
2000,"DF","MAY",2,2000-05-01
2001,"DF","MAY",0,2001-05-01
2002,"DF","MAY",1,2002-05-01
2003,"DF","MAY",1,2003-05-01
2004,"DF","MAY",11,2004-05-01
2005,"DF","MAY",4,2005-05-01
2006,"DF","MAY",9,2006-05-01
2007,"DF","MAY",16,2007-05-01
2008,"DF","MAY",7,2008-05-01
2009,"DF","MAY",15,2009-05-01
2010,"DF","MAY",22,2010-05-01
2011,"DF","MAY",5,2011-05-01
2012,"DF","MAY",0,2012-05-01
2013,"DF","MAY",2,2013-05-01
2014,"DF","MAY",9,2014-05-01
2015,"DF","MAY",2,2015-05-01
2016,"DF","MAY",13,2016-05-01
2017,"DF","MAY",6,2017-05-01
2018,"DF","MAY",2,2018-05-01
2019,"DF","MAY",0,2019-05-01
2020,"DF","MAY",5,2020-05-01
1998,"ES","MAY",0,1998-05-01
1999,"ES","MAY",16,1999-05-01
2000,"ES","MAY",2,2000-05-01
2001,"ES","MAY",8,2001-05-01
2002,"ES","MAY",5,2002-05-01
2003,"ES","MAY",16,2003-05-01
2004,"ES","MAY",4,2004-05-01
2005,"ES","MAY",7,2005-05-01
2006,"ES","MAY",16,2006-05-01
2007,"ES","MAY",23,2007-05-01
2008,"ES","MAY",9,2008-05-01
2009,"ES","MAY",8,2009-05-01
2010,"ES","MAY",11,2010-05-01
2011,"ES","MAY",7,2011-05-01
2012,"ES","MAY",25,2012-05-01
2013,"ES","MAY",13,2013-05-01
2014,"ES","MAY",15,2014-05-01
2015,"ES","MAY",11,2015-05-01
2016,"ES","MAY",42,2016-05-01
2017,"ES","MAY",9,2017-05-01
2018,"ES","MAY",4,2018-05-01
2019,"ES","MAY",10,2019-05-01
2020,"ES","MAY",11,2020-05-01
1998,"GO","MAY",0,1998-05-01
1999,"GO","MAY",98,1999-05-01
2000,"GO","MAY",58,2000-05-01
2001,"GO","MAY",85,2001-05-01
2002,"GO","MAY",171,2002-05-01
2003,"GO","MAY",265,2003-05-01
2004,"GO","MAY",313,2004-05-01
2005,"GO","MAY",269,2005-05-01
2006,"GO","MAY",192,2006-05-01
2007,"GO","MAY",349,2007-05-01
2008,"GO","MAY",200,2008-05-01
2009,"GO","MAY",136,2009-05-01
2010,"GO","MAY",280,2010-05-01
2011,"GO","MAY",161,2011-05-01
2012,"GO","MAY",123,2012-05-01
2013,"GO","MAY",187,2013-05-01
2014,"GO","MAY",197,2014-05-01
2015,"GO","MAY",117,2015-05-01
2016,"GO","MAY",210,2016-05-01
2017,"GO","MAY",138,2017-05-01
2018,"GO","MAY",181,2018-05-01
2019,"GO","MAY",134,2019-05-01
2020,"GO","MAY",150,2020-05-01
1998,"MA","MAY",0,1998-05-01
1999,"MA","MAY",3,1999-05-01
2000,"MA","MAY",28,2000-05-01
2001,"MA","MAY",21,2001-05-01
2002,"MA","MAY",71,2002-05-01
2003,"MA","MAY",236,2003-05-01
2004,"MA","MAY",324,2004-05-01
2005,"MA","MAY",108,2005-05-01
2006,"MA","MAY",89,2006-05-01
2007,"MA","MAY",294,2007-05-01
2008,"MA","MAY",101,2008-05-01
2009,"MA","MAY",25,2009-05-01
2010,"MA","MAY",300,2010-05-01
2011,"MA","MAY",98,2011-05-01
2012,"MA","MAY",370,2012-05-01
2013,"MA","MAY",132,2013-05-01
2014,"MA","MAY",140,2014-05-01
2015,"MA","MAY",184,2015-05-01
2016,"MA","MAY",186,2016-05-01
2017,"MA","MAY",157,2017-05-01
2018,"MA","MAY",203,2018-05-01
2019,"MA","MAY",139,2019-05-01
2020,"MA","MAY",231,2020-05-01
1998,"MT","MAY",0,1998-05-01
1999,"MT","MAY",730,1999-05-01
2000,"MT","MAY",1192,2000-05-01
2001,"MT","MAY",1191,2001-05-01
2002,"MT","MAY",2522,2002-05-01
2003,"MT","MAY",2765,2003-05-01
2004,"MT","MAY",4053,2004-05-01
2005,"MT","MAY",2259,2005-05-01
2006,"MT","MAY",1013,2006-05-01
2007,"MT","MAY",1546,2007-05-01
2008,"MT","MAY",522,2008-05-01
2009,"MT","MAY",601,2009-05-01
2010,"MT","MAY",1382,2010-05-01
2011,"MT","MAY",640,2011-05-01
2012,"MT","MAY",958,2012-05-01
2013,"MT","MAY",962,2013-05-01
2014,"MT","MAY",803,2014-05-01
2015,"MT","MAY",437,2015-05-01
2016,"MT","MAY",929,2016-05-01
2017,"MT","MAY",844,2017-05-01
2018,"MT","MAY",985,2018-05-01
2019,"MT","MAY",1118,2019-05-01
2020,"MT","MAY",951,2020-05-01
1998,"MS","MAY",0,1998-05-01
1999,"MS","MAY",206,1999-05-01
2000,"MS","MAY",127,2000-05-01
2001,"MS","MAY",112,2001-05-01
2002,"MS","MAY",88,2002-05-01
2003,"MS","MAY",273,2003-05-01
2004,"MS","MAY",58,2004-05-01
2005,"MS","MAY",483,2005-05-01
2006,"MS","MAY",298,2006-05-01
2007,"MS","MAY",242,2007-05-01
2008,"MS","MAY",152,2008-05-01
2009,"MS","MAY",866,2009-05-01
2010,"MS","MAY",132,2010-05-01
2011,"MS","MAY",106,2011-05-01
2012,"MS","MAY",154,2012-05-01
2013,"MS","MAY",96,2013-05-01
2014,"MS","MAY",68,2014-05-01
2015,"MS","MAY",54,2015-05-01
2016,"MS","MAY",98,2016-05-01
2017,"MS","MAY",69,2017-05-01
2018,"MS","MAY",100,2018-05-01
2019,"MS","MAY",113,2019-05-01
2020,"MS","MAY",355,2020-05-01
1998,"MG","MAY",0,1998-05-01
1999,"MG","MAY",51,1999-05-01
2000,"MG","MAY",67,2000-05-01
2001,"MG","MAY",83,2001-05-01
2002,"MG","MAY",98,2002-05-01
2003,"MG","MAY",369,2003-05-01
2004,"MG","MAY",237,2004-05-01
2005,"MG","MAY",230,2005-05-01
2006,"MG","MAY",379,2006-05-01
2007,"MG","MAY",473,2007-05-01
2008,"MG","MAY",285,2008-05-01
2009,"MG","MAY",200,2009-05-01
2010,"MG","MAY",246,2010-05-01
2011,"MG","MAY",201,2011-05-01
2012,"MG","MAY",178,2012-05-01
2013,"MG","MAY",182,2013-05-01
2014,"MG","MAY",208,2014-05-01
2015,"MG","MAY",109,2015-05-01
2016,"MG","MAY",178,2016-05-01
2017,"MG","MAY",124,2017-05-01
2018,"MG","MAY",153,2018-05-01
2019,"MG","MAY",143,2019-05-01
2020,"MG","MAY",166,2020-05-01
1998,"PA","MAY",0,1998-05-01
1999,"PA","MAY",4,1999-05-01
2000,"PA","MAY",12,2000-05-01
2001,"PA","MAY",7,2001-05-01
2002,"PA","MAY",18,2002-05-01
2003,"PA","MAY",112,2003-05-01
2004,"PA","MAY",193,2004-05-01
2005,"PA","MAY",101,2005-05-01
2006,"PA","MAY",8,2006-05-01
2007,"PA","MAY",90,2007-05-01
2008,"PA","MAY",30,2008-05-01
2009,"PA","MAY",8,2009-05-01
2010,"PA","MAY",97,2010-05-01
2011,"PA","MAY",21,2011-05-01
2012,"PA","MAY",98,2012-05-01
2013,"PA","MAY",74,2013-05-01
2014,"PA","MAY",55,2014-05-01
2015,"PA","MAY",84,2015-05-01
2016,"PA","MAY",148,2016-05-01
2017,"PA","MAY",121,2017-05-01
2018,"PA","MAY",78,2018-05-01
2019,"PA","MAY",80,2019-05-01
2020,"PA","MAY",88,2020-05-01
1998,"PB","MAY",0,1998-05-01
1999,"PB","MAY",0,1999-05-01
2000,"PB","MAY",0,2000-05-01
2001,"PB","MAY",4,2001-05-01
2002,"PB","MAY",1,2002-05-01
2003,"PB","MAY",2,2003-05-01
2004,"PB","MAY",3,2004-05-01
2005,"PB","MAY",0,2005-05-01
2006,"PB","MAY",0,2006-05-01
2007,"PB","MAY",0,2007-05-01
2008,"PB","MAY",0,2008-05-01
2009,"PB","MAY",0,2009-05-01
2010,"PB","MAY",12,2010-05-01
2011,"PB","MAY",0,2011-05-01
2012,"PB","MAY",8,2012-05-01
2013,"PB","MAY",4,2013-05-01
2014,"PB","MAY",1,2014-05-01
2015,"PB","MAY",6,2015-05-01
2016,"PB","MAY",1,2016-05-01
2017,"PB","MAY",1,2017-05-01
2018,"PB","MAY",1,2018-05-01
2019,"PB","MAY",3,2019-05-01
2020,"PB","MAY",0,2020-05-01
1998,"PR","MAY",0,1998-05-01
1999,"PR","MAY",57,1999-05-01
2000,"PR","MAY",43,2000-05-01
2001,"PR","MAY",26,2001-05-01
2002,"PR","MAY",65,2002-05-01
2003,"PR","MAY",552,2003-05-01
2004,"PR","MAY",45,2004-05-01
2005,"PR","MAY",248,2005-05-01
2006,"PR","MAY",452,2006-05-01
2007,"PR","MAY",121,2007-05-01
2008,"PR","MAY",289,2008-05-01
2009,"PR","MAY",179,2009-05-01
2010,"PR","MAY",102,2010-05-01
2011,"PR","MAY",197,2011-05-01
2012,"PR","MAY",160,2012-05-01
2013,"PR","MAY",134,2013-05-01
2014,"PR","MAY",111,2014-05-01
2015,"PR","MAY",74,2015-05-01
2016,"PR","MAY",77,2016-05-01
2017,"PR","MAY",47,2017-05-01
2018,"PR","MAY",241,2018-05-01
2019,"PR","MAY",47,2019-05-01
2020,"PR","MAY",319,2020-05-01
1998,"PE","MAY",0,1998-05-01
1999,"PE","MAY",6,1999-05-01
2000,"PE","MAY",7,2000-05-01
2001,"PE","MAY",5,2001-05-01
2002,"PE","MAY",13,2002-05-01
2003,"PE","MAY",10,2003-05-01
2004,"PE","MAY",5,2004-05-01
2005,"PE","MAY",2,2005-05-01
2006,"PE","MAY",5,2006-05-01
2007,"PE","MAY",6,2007-05-01
2008,"PE","MAY",2,2008-05-01
2009,"PE","MAY",1,2009-05-01
2010,"PE","MAY",8,2010-05-01
2011,"PE","MAY",3,2011-05-01
2012,"PE","MAY",44,2012-05-01
2013,"PE","MAY",9,2013-05-01
2014,"PE","MAY",2,2014-05-01
2015,"PE","MAY",12,2015-05-01
2016,"PE","MAY",3,2016-05-01
2017,"PE","MAY",13,2017-05-01
2018,"PE","MAY",2,2018-05-01
2019,"PE","MAY",12,2019-05-01
2020,"PE","MAY",2,2020-05-01
1998,"PI","MAY",0,1998-05-01
1999,"PI","MAY",8,1999-05-01
2000,"PI","MAY",25,2000-05-01
2001,"PI","MAY",36,2001-05-01
2002,"PI","MAY",84,2002-05-01
2003,"PI","MAY",64,2003-05-01
2004,"PI","MAY",126,2004-05-01
2005,"PI","MAY",27,2005-05-01
2006,"PI","MAY",26,2006-05-01
2007,"PI","MAY",147,2007-05-01
2008,"PI","MAY",40,2008-05-01
2009,"PI","MAY",12,2009-05-01
2010,"PI","MAY",253,2010-05-01
2011,"PI","MAY",82,2011-05-01
2012,"PI","MAY",352,2012-05-01
2013,"PI","MAY",49,2013-05-01
2014,"PI","MAY",131,2014-05-01
2015,"PI","MAY",57,2015-05-01
2016,"PI","MAY",53,2016-05-01
2017,"PI","MAY",45,2017-05-01
2018,"PI","MAY",118,2018-05-01
2019,"PI","MAY",67,2019-05-01
2020,"PI","MAY",54,2020-05-01
1998,"RJ","MAY",0,1998-05-01
1999,"RJ","MAY",7,1999-05-01
2000,"RJ","MAY",5,2000-05-01
2001,"RJ","MAY",4,2001-05-01
2002,"RJ","MAY",4,2002-05-01
2003,"RJ","MAY",32,2003-05-01
2004,"RJ","MAY",13,2004-05-01
2005,"RJ","MAY",25,2005-05-01
2006,"RJ","MAY",56,2006-05-01
2007,"RJ","MAY",29,2007-05-01
2008,"RJ","MAY",33,2008-05-01
2009,"RJ","MAY",40,2009-05-01
2010,"RJ","MAY",23,2010-05-01
2011,"RJ","MAY",15,2011-05-01
2012,"RJ","MAY",12,2012-05-01
2013,"RJ","MAY",14,2013-05-01
2014,"RJ","MAY",13,2014-05-01
2015,"RJ","MAY",16,2015-05-01
2016,"RJ","MAY",24,2016-05-01
